TF,observed_score,null_mean,null_std,z_score,empirical_p_value,significant,condition
Solyc07g053570,0.7340921,0.2772423,1.099213,0.41561535,0.6663336663336663,False,stat_PSTVd_M
Solyc07g054220,1.7689711,0.6014191,0.9740329,1.1986783,0.23776223776223776,False,stat_PSTVd_M
Solyc07g063420,1.9585441,0.2859127,1.0284295,1.6263939,0.10589410589410589,False,stat_PSTVd_M
Solyc07g066220,2.790476,0.27623916,1.0704585,2.3487477,0.015984015984015984,True,stat_PSTVd_M
Solyc08g005260,0.7825454,0.119420305,1.0308582,0.64327484,0.5184815184815185,False,stat_PSTVd_M
Solyc08g006020,3.223943,0.18663995,1.0185257,2.9820583,0.003996003996003996,True,stat_PSTVd_M
Solyc08g061130,2.9137516,0.3767519,1.0259537,2.472821,0.00999000999000999,True,stat_PSTVd_M
Solyc08g066510,-0.18067963,0.2867217,1.0451704,-0.44720107,0.6283716283716284,False,stat_PSTVd_M
Solyc08g077110,0.4163479,0.35227612,1.0674727,0.060021933,0.9410589410589411,False,stat_PSTVd_M
Solyc08g080150,-0.940841,0.34619159,0.9959308,-1.2922912,0.18981018981018982,False,stat_PSTVd_M
Solyc08g081610,1.7060758,0.2204037,1.0406339,1.4276607,0.15784215784215785,False,stat_PSTVd_M
Solyc09g010820,-0.36402944,0.15580389,1.0626391,-0.48919085,0.6203796203796204,False,stat_PSTVd_M
Solyc10g018780,-0.80165493,0.15342182,1.0305003,-0.92680883,0.3306693306693307,False,stat_PSTVd_M
Solyc10g047640,-1.535767,0.4516455,1.0108918,-1.9659992,0.057942057942057944,False,stat_PSTVd_M
Solyc10g078700,-0.99066097,0.10567595,0.9732104,-1.1265159,0.25574425574425574,False,stat_PSTVd_M
Solyc10g081350,1.0739902,0.41371366,1.0164263,0.6496059,0.5154845154845155,False,stat_PSTVd_M
Solyc10g084180,0.35673106,0.29196087,1.0419067,0.06216506,0.951048951048951,False,stat_PSTVd_M
Solyc12g006800,0.19552602,0.17532465,1.0633756,0.0189974,0.985014985014985,False,stat_PSTVd_M
Solyc12g007180,-2.2343721,0.16984957,1.0713463,-2.2441127,0.030969030969030968,True,stat_PSTVd_M
Solyc12g009240,1.1237538,0.5339895,0.9483331,0.62189573,0.5314685314685315,False,stat_PSTVd_M
Solyc12g014610,2.7186472,0.2292948,1.028255,2.4209485,0.016983016983016984,True,stat_PSTVd_M
Solyc12g056510,-0.6847931,0.15685998,1.0435146,-0.8065561,0.38961038961038963,False,stat_PSTVd_M
Solyc12g077540,-1.3500764,0.12757093,1.027544,-1.438038,0.13786213786213786,False,stat_PSTVd_M
Solyc12g099370,-1.6254332,0.31814593,1.051147,-1.849008,0.07192807192807193,False,stat_PSTVd_M
Solyc01g065540,0.72348124,-0.009908008,1.0291206,0.7126369,0.46353646353646355,False,stat_Bcinerea
Solyc01g087990,0.3014853,-0.003413433,1.0283725,0.29648668,0.7692307692307693,False,stat_Bcinerea
Solyc01g095460,-4.2593174,-0.055316165,1.0096787,-4.163702,0.000999000999000999,True,stat_Bcinerea
Solyc01g102300,-1.4472659,0.02497897,1.0177255,-1.4466032,0.14485514485514486,False,stat_Bcinerea
Solyc01g103050,-1.9456236,0.011029156,1.0349485,-1.8905799,0.056943056943056944,False,stat_Bcinerea
Solyc01g104760,-0.18653965,-0.02975043,1.0598412,-0.14793652,0.8721278721278721,False,stat_Bcinerea
Solyc01g108080,-1.0518122,0.024647966,1.016573,-1.0589108,0.26373626373626374,False,stat_Bcinerea
Solyc02g062950,-3.4513252,-0.033165727,1.0433326,-3.2761936,0.001998001998001998,True,stat_Bcinerea
Solyc02g077840,3.896799,0.043431573,0.9753582,3.9507205,0.000999000999000999,True,stat_Bcinerea
Solyc02g084350,0.14846724,-0.01044862,1.0437891,0.15224901,0.8791208791208791,False,stat_Bcinerea
Solyc02g085580,-0.2960707,0.061569914,1.0006359,-0.35741335,0.7302697302697303,False,stat_Bcinerea
Solyc02g090220,-2.456258,-0.09409227,1.03636,-2.2792907,0.023976023976023976,True,stat_Bcinerea
Solyc03g026270,-0.574305,-0.017617578,1.0456266,-0.53239596,0.5834165834165834,False,stat_Bcinerea
Solyc03g026280,-0.14211918,-0.05438972,1.0426775,-0.08413864,0.9340659340659341,False,stat_Bcinerea
Solyc03g093550,2.659571,0.013744349,1.0215564,2.5899956,0.01098901098901099,True,stat_Bcinerea
Solyc03g097120,1.8664842,0.032254815,1.0500436,1.7468126,0.07992007992007992,False,stat_Bcinerea
Solyc03g112930,-0.72944665,0.041716743,1.0219827,-0.7545758,0.44955044955044954,False,stat_Bcinerea
Solyc03g113760,1.8112751,0.029483678,1.0194566,1.7477854,0.08191808191808192,False,stat_Bcinerea
Solyc03g121660,0.059527006,-0.018898224,1.0571806,0.074183375,0.938061938061938,False,stat_Bcinerea
Solyc04g005100,-1.6615098,-0.041081917,1.0476685,-1.546699,0.11488511488511488,False,stat_Bcinerea
Solyc04g008870,-2.992697,-0.06812243,1.0604287,-2.7579172,0.008991008991008992,True,stat_Bcinerea
Solyc04g009950,1.0538741,0.010284393,1.0379796,1.0054048,0.30569430569430567,False,stat_Bcinerea
Solyc04g056310,2.1414952,-0.028195202,1.0526117,2.0612447,0.03796203796203796,True,stat_Bcinerea
Solyc04g072900,0.25654143,0.09156621,1.0130495,0.16285011,0.8871128871128872,False,stat_Bcinerea
Solyc04g074170,0.5953013,0.013035963,1.0037936,0.5800648,0.5534465534465535,False,stat_Bcinerea
Solyc04g077980,0.44017735,0.066627085,1.0271904,0.36366212,0.7172827172827173,False,stat_Bcinerea
Solyc04g078770,2.4704876,0.015235909,1.0439874,2.351802,0.02097902097902098,True,stat_Bcinerea
Solyc04g078840,-2.9509861,-0.09082399,1.0011752,-2.856805,0.002997002997002997,True,stat_Bcinerea
Solyc04g082480,0.31314525,0.0019640913,1.0121834,0.30743554,0.7552447552447552,False,stat_Bcinerea
Solyc05g006650,-1.3763654,-0.060701247,1.0317231,-1.2752105,0.21678321678321677,False,stat_Bcinerea
Solyc05g012500,3.0505064,0.07095437,1.034114,2.8812606,0.007992007992007992,True,stat_Bcinerea
Solyc05g015840,-0.15151101,0.013921944,1.0666338,-0.15509817,0.8511488511488512,False,stat_Bcinerea
Solyc05g026180,0.7992129,0.017232401,0.981698,0.7965591,0.43156843156843155,False,stat_Bcinerea
Solyc06g048630,-2.1610055,0.026831117,1.0392525,-2.1052022,0.04095904095904096,True,stat_Bcinerea
Solyc06g051840,1.1832588,0.018419456,1.0121971,1.1508027,0.24375624375624375,False,stat_Bcinerea
Solyc06g053350,-2.1914647,0.02249986,1.0454131,-2.117789,0.03396603396603397,True,stat_Bcinerea
Solyc06g065040,0.84851915,0.01615276,1.0535362,0.7900691,0.4125874125874126,False,stat_Bcinerea
Solyc06g069460,-1.6153829,-0.028133,1.0311759,-1.539262,0.11688311688311688,False,stat_Bcinerea
Solyc06g070900,-2.9607475,-0.1327445,0.9963071,-2.8384852,0.006993006993006993,True,stat_Bcinerea
Solyc06g071230,-2.0043156,-0.0006238842,1.0438964,-1.9194353,0.060939060939060936,False,stat_Bcinerea
Solyc06g071480,-0.72944665,0.051076338,0.9947567,-0.7846371,0.4305694305694306,False,stat_Bcinerea
Solyc06g074170,-1.2858086,-0.03502311,1.0232567,-1.2223575,0.2127872127872128,False,stat_Bcinerea
Solyc06g082430,1.3545951,0.016350292,1.0067747,1.3292396,0.1878121878121878,False,stat_Bcinerea
Solyc07g026680,-0.8841201,0.04830752,1.0646579,-0.8758002,0.36663336663336665,False,stat_Bcinerea
Solyc07g053570,-0.3220809,-0.011039349,1.0379149,-0.29967925,0.7582417582417582,False,stat_Bcinerea
Solyc07g054220,2.1635664,-0.021370804,0.9870535,2.2135956,0.028971028971028972,True,stat_Bcinerea
Solyc07g063420,2.6204095,0.047177218,1.047197,2.457257,0.017982017982017984,True,stat_Bcinerea
Solyc07g066220,1.2966206,0.018832315,1.0431722,1.2249063,0.2057942057942058,False,stat_Bcinerea
Solyc08g005260,0.54623526,0.0015863304,0.9848442,0.55303055,0.5664335664335665,False,stat_Bcinerea
Solyc08g006020,1.5031582,0.009177437,1.0218712,1.4620049,0.13486513486513488,False,stat_Bcinerea
Solyc08g061130,-3.014358,-0.0190626,1.0328016,-2.9001653,0.006993006993006993,True,stat_Bcinerea
Solyc08g066510,1.1032854,-0.024866898,1.0414436,1.0832583,0.2677322677322677,False,stat_Bcinerea
Solyc08g077110,1.5751402,0.07503548,1.0205035,1.4699653,0.14085914085914086,False,stat_Bcinerea
Solyc08g080150,-1.9434725,-0.03887499,0.99154705,-1.9208342,0.06393606393606394,False,stat_Bcinerea
Solyc08g081610,3.0622063,0.20218424,1.0206915,2.8020434,0.005994005994005994,True,stat_Bcinerea
Solyc09g010820,-0.2597876,-0.021825587,0.9917331,-0.23994562,0.7932067932067932,False,stat_Bcinerea
Solyc10g018780,-0.7545608,-0.016664425,0.9974348,-0.73979414,0.46353646353646355,False,stat_Bcinerea
Solyc10g047640,0.05769067,0.013367862,0.9714449,0.045625653,0.957042957042957,False,stat_Bcinerea
Solyc10g078700,-0.34468824,-0.038479496,1.0452318,-0.29295772,0.7542457542457542,False,stat_Bcinerea
Solyc10g081350,-3.7241523,-0.046467263,1.027129,-3.580548,0.000999000999000999,True,stat_Bcinerea
Solyc10g084180,-0.093254566,-0.042933326,1.0413588,-0.04832267,0.958041958041958,False,stat_Bcinerea
Solyc12g006800,0.040358912,0.00036408042,0.9774551,0.04091731,0.962037962037962,False,stat_Bcinerea
Solyc12g007180,0.21929647,-0.06402817,1.0461425,0.27082798,0.7792207792207793,False,stat_Bcinerea
Solyc12g009240,2.2864377,-0.0049187336,0.98553675,2.3249834,0.017982017982017984,True,stat_Bcinerea
Solyc12g014610,2.265019,0.037853803,1.0020802,2.2225418,0.030969030969030968,True,stat_Bcinerea
Solyc12g056510,0.21606481,0.008472981,1.0272957,0.20207602,0.8461538461538461,False,stat_Bcinerea
Solyc12g077540,0.064882986,-0.035843834,1.0997523,0.091590464,0.9230769230769231,False,stat_Bcinerea
Solyc12g099370,1.1603419,-0.03501063,1.046621,1.1421063,0.26373626373626374,False,stat_Bcinerea
Solyc01g065540,0.2691778,0.046021428,1.0273072,0.21722458,0.8161838161838162,False,stat_Mincognita_7dpi
Solyc01g087990,-0.4305676,0.028302543,1.0000395,-0.45885202,0.6203796203796204,False,stat_Mincognita_7dpi
Solyc01g095460,-2.2964501,0.011367569,0.9635666,-2.3950787,0.015984015984015984,True,stat_Mincognita_7dpi
Solyc01g102300,-1.1746689,0.1286679,1.0075815,-1.29353,0.19880119880119881,False,stat_Mincognita_7dpi
Solyc01g103050,1.3804404,0.035757933,0.9876687,1.3614712,0.15884115884115885,False,stat_Mincognita_7dpi
Solyc01g104760,-1.8282429,0.068651184,0.99594367,-1.9046199,0.06893106893106893,False,stat_Mincognita_7dpi
Solyc01g108080,-2.7310674,0.041783776,1.0290747,-2.6945093,0.01098901098901099,True,stat_Mincognita_7dpi
Solyc02g062950,-2.7834253,-0.0027638283,1.0163882,-2.7358265,0.00999000999000999,True,stat_Mincognita_7dpi
Solyc02g077840,2.3341498,0.17417651,0.97651076,2.21193,0.030969030969030968,True,stat_Mincognita_7dpi
Solyc02g084350,0.46939176,0.16256452,1.0029331,0.3059299,0.7662337662337663,False,stat_Mincognita_7dpi
Solyc02g085580,-0.372277,0.054159157,0.9850595,-0.43290395,0.6443556443556444,False,stat_Mincognita_7dpi
Solyc02g090220,-0.62221164,0.17318042,1.0079715,-0.7891017,0.45454545454545453,False,stat_Mincognita_7dpi
Solyc03g026270,2.2930908,0.07474525,1.0013705,2.2153094,0.026973026973026972,True,stat_Mincognita_7dpi
Solyc03g026280,1.8578088,0.12284835,1.0129843,1.712722,0.09090909090909091,False,stat_Mincognita_7dpi
Solyc03g093550,1.3154234,0.18501276,0.92135644,1.2268983,0.22477522477522477,False,stat_Mincognita_7dpi
Solyc03g097120,1.3439156,0.037850473,0.99781317,1.3089275,0.1928071928071928,False,stat_Mincognita_7dpi
Solyc03g112930,0.40329227,0.11353478,0.9814518,0.29523355,0.7602397602397603,False,stat_Mincognita_7dpi
Solyc03g113760,2.4410713,0.13265298,1.0181284,2.2673154,0.027972027972027972,True,stat_Mincognita_7dpi
Solyc03g121660,-0.45252413,0.04286024,1.0081686,-0.49137056,0.5814185814185814,False,stat_Mincognita_7dpi
Solyc04g005100,1.039914,-0.021245452,1.0561126,1.0047787,0.2997002997002997,False,stat_Mincognita_7dpi
Solyc04g008870,0.9068258,0.07801258,1.0011301,0.8278776,0.3926073926073926,False,stat_Mincognita_7dpi
Solyc04g009950,1.6556439,0.029194843,0.98694915,1.6479564,0.1008991008991009,False,stat_Mincognita_7dpi
Solyc04g056310,0.48982805,0.042485654,0.96731436,0.46245813,0.6323676323676324,False,stat_Mincognita_7dpi
Solyc04g072900,0.010279532,0.07582111,0.9924484,-0.06604029,0.9560439560439561,False,stat_Mincognita_7dpi
Solyc04g074170,-0.14614226,0.09917582,1.0005543,-0.24518217,0.8111888111888111,False,stat_Mincognita_7dpi
Solyc04g077980,0.034089826,0.06644107,1.0108006,-0.03200556,0.972027972027972,False,stat_Mincognita_7dpi
Solyc04g078770,0.5141122,0.037654668,1.0106859,0.47141996,0.6493506493506493,False,stat_Mincognita_7dpi
Solyc04g078840,-2.7522895,0.09804591,0.97598976,-2.9204562,0.004995004995004995,True,stat_Mincognita_7dpi
Solyc04g082480,-1.1350449,0.054961428,0.9748439,-1.2207148,0.2217782217782218,False,stat_Mincognita_7dpi
Solyc05g006650,-2.0819657,0.07309758,0.9865815,-2.184374,0.03296703296703297,True,stat_Mincognita_7dpi
Solyc05g012500,-1.4219997,-0.017366398,1.0024556,-1.4011925,0.15484515484515485,False,stat_Mincognita_7dpi
Solyc05g015840,-0.091334455,0.02821948,1.0389632,-0.115070425,0.8841158841158842,False,stat_Mincognita_7dpi
Solyc05g026180,-0.06275432,0.13341838,1.0224651,-0.1918625,0.8441558441558441,False,stat_Mincognita_7dpi
Solyc06g048630,-1.5461037,-0.009469855,0.98925894,-1.5533181,0.11788211788211789,False,stat_Mincognita_7dpi
Solyc06g051840,1.9309268,0.13914578,0.9618381,1.8628718,0.055944055944055944,False,stat_Mincognita_7dpi
Solyc06g053350,-2.9786673,-0.0077180816,1.0346837,-2.8713598,0.005994005994005994,True,stat_Mincognita_7dpi
Solyc06g065040,-1.3547976,0.003387856,1.0213592,-1.3297824,0.1838161838161838,False,stat_Mincognita_7dpi
Solyc06g069460,1.0447888,0.107306436,0.9874383,0.9494086,0.34065934065934067,False,stat_Mincognita_7dpi
Solyc06g070900,2.4614756,0.0673966,0.96624887,2.4777043,0.013986013986013986,True,stat_Mincognita_7dpi
Solyc06g071230,2.4125404,0.12184076,0.99182636,2.3095775,0.022977022977022976,True,stat_Mincognita_7dpi
Solyc06g071480,0.40329227,0.052934706,0.9666952,0.36242816,0.7032967032967034,False,stat_Mincognita_7dpi
Solyc06g074170,0.5984845,0.12711258,1.0194681,0.46237049,0.6433566433566433,False,stat_Mincognita_7dpi
Solyc06g082430,1.8695972,0.19400898,0.9854492,1.7003294,0.0959040959040959,False,stat_Mincognita_7dpi
Solyc07g026680,2.1435163,0.08349678,1.038784,1.9831066,0.04995004995004995,True,stat_Mincognita_7dpi
Solyc07g053570,-0.31133533,0.13324167,1.0227783,-0.4346758,0.6343656343656343,False,stat_Mincognita_7dpi
Solyc07g054220,1.1264868,0.14939417,0.95847714,1.0194219,0.3156843156843157,False,stat_Mincognita_7dpi
Solyc07g063420,0.49688596,0.043806084,0.96735394,0.46837032,0.6623376623376623,False,stat_Mincognita_7dpi
Solyc07g066220,-0.36770418,0.023914795,1.0378143,-0.37734976,0.7012987012987013,False,stat_Mincognita_7dpi
Solyc08g005260,0.032223023,0.08278842,0.9963572,-0.05075027,0.961038961038961,False,stat_Mincognita_7dpi
Solyc08g006020,0.35103175,0.03467672,1.0068593,0.31419984,0.7502497502497503,False,stat_Mincognita_7dpi
Solyc08g061130,-2.0645545,-0.05064115,1.0055673,-2.0027633,0.04695304695304695,True,stat_Mincognita_7dpi
Solyc08g066510,0.46389237,0.068649724,1.0280924,0.38444272,0.7132867132867133,False,stat_Mincognita_7dpi
Solyc08g077110,-0.055919338,0.07849317,0.97028166,-0.13852938,0.8801198801198801,False,stat_Mincognita_7dpi
Solyc08g080150,2.0784454,0.09181485,1.0212752,1.9452451,0.04395604395604396,True,stat_Mincognita_7dpi
Solyc08g081610,-2.833336,0.064260684,0.9646427,-3.0038033,0.006993006993006993,True,stat_Mincognita_7dpi
Solyc09g010820,2.1918945,0.020007381,1.0044576,2.1622488,0.03996003996003996,True,stat_Mincognita_7dpi
Solyc10g018780,0.8714422,0.062250514,0.99319714,0.8147342,0.37962037962037964,False,stat_Mincognita_7dpi
Solyc10g047640,-0.18260416,0.103599526,0.9606393,-0.29793042,0.7192807192807192,False,stat_Mincognita_7dpi
Solyc10g078700,-0.06380719,0.01056846,1.0419607,-0.07138047,0.948051948051948,False,stat_Mincognita_7dpi
Solyc10g081350,-2.6941068,0.04212758,1.0021552,-2.73035,0.003996003996003996,True,stat_Mincognita_7dpi
Solyc10g084180,-0.9607382,0.033660125,1.0116988,-0.9828995,0.3086913086913087,False,stat_Mincognita_7dpi
Solyc12g006800,-0.4056372,0.03334875,1.0015087,-0.43832463,0.6243756243756243,False,stat_Mincognita_7dpi
Solyc12g007180,-0.66677654,0.02068307,1.0112396,-0.6798187,0.47052947052947053,False,stat_Mincognita_7dpi
Solyc12g009240,0.9465511,0.17400162,0.9279493,0.83253413,0.4025974025974026,False,stat_Mincognita_7dpi
Solyc12g014610,-2.1759484,-0.02289003,0.99409014,-2.1658583,0.03196803196803197,True,stat_Mincognita_7dpi
Solyc12g056510,0.59879804,0.04610196,1.0007038,0.5523073,0.5554445554445554,False,stat_Mincognita_7dpi
Solyc12g077540,-0.5817164,0.02039928,1.052022,-0.5723414,0.5424575424575424,False,stat_Mincognita_7dpi
Solyc12g099370,-0.8792595,0.08320194,0.97479767,-0.98734486,0.3206793206793207,False,stat_Mincognita_7dpi
Solyc01g065540,0.15605414,0.0778992,1.0821174,0.07222408,0.9370629370629371,False,stat_Mincognita_14dpi
Solyc01g087990,-0.6281631,0.08264655,1.0918458,-0.65101653,0.4885114885114885,False,stat_Mincognita_14dpi
Solyc01g095460,-0.09364092,0.18318284,1.0285676,-0.26913524,0.7912087912087912,False,stat_Mincognita_14dpi
Solyc01g102300,-1.5440441,0.14522009,1.0167524,-1.6614313,0.10789210789210789,False,stat_Mincognita_14dpi
Solyc01g103050,-0.19575378,0.07167825,1.0188967,-0.26247218,0.7612387612387612,False,stat_Mincognita_14dpi
Solyc01g104760,-1.9062264,0.1139763,1.0374855,-1.9472106,0.058941058941058944,False,stat_Mincognita_14dpi
Solyc01g108080,1.4507517,0.07784962,1.1021668,1.2456391,0.2007992007992008,False,stat_Mincognita_14dpi
Solyc02g062950,-0.101566136,0.20609657,1.054126,-0.29186523,0.7822177822177823,False,stat_Mincognita_14dpi
Solyc02g077840,2.4351833,0.35180733,1.039675,2.0038724,0.04395604395604396,True,stat_Mincognita_14dpi
Solyc02g084350,0.9303552,0.16387998,1.0653106,0.71948516,0.44255744255744256,False,stat_Mincognita_14dpi
Solyc02g085580,-1.5477337,0.15229587,1.0609215,-1.6024083,0.1048951048951049,False,stat_Mincognita_14dpi
Solyc02g090220,-0.6038613,0.2983802,1.039231,-0.8681819,0.40559440559440557,False,stat_Mincognita_14dpi
Solyc03g026270,0.69748574,0.124567896,1.0923184,0.5244971,0.5834165834165834,False,stat_Mincognita_14dpi
Solyc03g026280,0.22860947,0.17568712,1.0359904,0.05108383,0.955044955044955,False,stat_Mincognita_14dpi
Solyc03g093550,2.3846307,0.36915874,1.0119904,1.9915919,0.03496503496503497,True,stat_Mincognita_14dpi
Solyc03g097120,2.6772146,0.18587136,1.0972253,2.2705848,0.03396603396603397,True,stat_Mincognita_14dpi
Solyc03g112930,1.1769701,0.21500696,1.0601885,0.9073511,0.3756243756243756,False,stat_Mincognita_14dpi
Solyc03g113760,1.4798497,0.19245887,1.0522279,1.2234906,0.22677322677322678,False,stat_Mincognita_14dpi
Solyc03g121660,-0.7192283,0.07842101,1.0739646,-0.7427147,0.46353646353646355,False,stat_Mincognita_14dpi
Solyc04g005100,0.30506918,0.07848678,1.0708513,0.21159092,0.8341658341658341,False,stat_Mincognita_14dpi
Solyc04g008870,0.47963676,0.104686946,1.0600818,0.35369894,0.6963036963036963,False,stat_Mincognita_14dpi
Solyc04g009950,0.5131978,0.10215089,1.0529996,0.39035806,0.6993006993006993,False,stat_Mincognita_14dpi
Solyc04g056310,0.2087313,0.13804391,0.99605864,0.07096709,0.9430569430569431,False,stat_Mincognita_14dpi
Solyc04g072900,0.9508495,0.19677201,1.0430318,0.72296685,0.4645354645354645,False,stat_Mincognita_14dpi
Solyc04g074170,-0.59287584,0.27566588,1.0564773,-0.82211107,0.4065934065934066,False,stat_Mincognita_14dpi
Solyc04g077980,0.7316334,0.17396662,1.0277846,0.5425911,0.5604395604395604,False,stat_Mincognita_14dpi
Solyc04g078770,2.696457,0.16086814,1.0917345,2.3225324,0.02097902097902098,True,stat_Mincognita_14dpi
Solyc04g078840,0.15439017,0.20986234,0.99469227,-0.05576817,0.955044955044955,False,stat_Mincognita_14dpi
Solyc04g082480,-0.59310925,0.22453704,0.97824603,-0.83582884,0.4085914085914086,False,stat_Mincognita_14dpi
Solyc05g006650,-0.4325699,0.23114963,1.0485914,-0.632963,0.5444555444555444,False,stat_Mincognita_14dpi
Solyc05g012500,-0.15558003,0.01586197,1.026417,-0.16702957,0.8491508491508492,False,stat_Mincognita_14dpi
Solyc05g015840,-0.58030444,0.015301162,1.0482748,-0.568177,0.5314685314685315,False,stat_Mincognita_14dpi
Solyc05g026180,1.557319,0.22138849,1.0832925,1.2332132,0.22277722277722278,False,stat_Mincognita_14dpi
Solyc06g048630,-3.2621655,0.07861203,1.0370058,-3.2215612,0.001998001998001998,True,stat_Mincognita_14dpi
Solyc06g051840,1.356395,0.33886522,0.93780535,1.0850116,0.2727272727272727,False,stat_Mincognita_14dpi
Solyc06g053350,-2.502955,0.13623868,1.039755,-2.538284,0.014985014985014986,True,stat_Mincognita_14dpi
Solyc06g065040,-2.275828,0.12020906,1.0612118,-2.2578309,0.026973026973026972,True,stat_Mincognita_14dpi
Solyc06g069460,-0.3741272,0.14614326,1.0923443,-0.476288,0.6163836163836164,False,stat_Mincognita_14dpi
Solyc06g070900,0.07034666,0.26182416,1.0216212,-0.18742515,0.8561438561438561,False,stat_Mincognita_14dpi
Solyc06g071230,1.1660223,0.16677615,1.0768408,0.92794234,0.33666333666333664,False,stat_Mincognita_14dpi
Solyc06g071480,1.1769701,0.19890997,1.0560274,0.9261693,0.3356643356643357,False,stat_Mincognita_14dpi
Solyc06g074170,1.4174867,0.16125867,1.0867888,1.1559081,0.24875124875124874,False,stat_Mincognita_14dpi
Solyc06g082430,0.71088547,0.29050305,1.0014232,0.41978496,0.6503496503496503,False,stat_Mincognita_14dpi
Solyc07g026680,-0.114684366,0.11461204,1.0780791,-0.21268979,0.8261738261738262,False,stat_Mincognita_14dpi
Solyc07g053570,-1.5021166,0.1351622,1.0757905,-1.5219308,0.12387612387612387,False,stat_Mincognita_14dpi
Solyc07g054220,2.608657,0.33225462,0.9861701,2.308326,0.01898101898101898,True,stat_Mincognita_14dpi
Solyc07g063420,0.29191682,0.15280785,1.0322677,0.13476056,0.8911088911088911,False,stat_Mincognita_14dpi
Solyc07g066220,-3.3021758,0.080891386,1.1047148,-3.0623899,0.004995004995004995,True,stat_Mincognita_14dpi
Solyc08g005260,-0.34304336,0.10525575,1.096948,-0.40867853,0.6403596403596403,False,stat_Mincognita_14dpi
Solyc08g006020,0.07159842,0.07242891,1.0898982,-0.0007619921,1.0,False,stat_Mincognita_14dpi
Solyc08g061130,0.7722073,0.14038736,1.1082243,0.5701192,0.5724275724275725,False,stat_Mincognita_14dpi
Solyc08g066510,0.2995922,0.13115829,1.0398502,0.161979,0.8641358641358642,False,stat_Mincognita_14dpi
Solyc08g077110,0.62730163,0.14752403,1.0467027,0.45837045,0.6503496503496503,False,stat_Mincognita_14dpi
Solyc08g080150,-0.53335464,0.09552933,1.0570548,-0.5949398,0.5364635364635365,False,stat_Mincognita_14dpi
Solyc08g081610,-2.1304085,-0.08012178,1.0429878,-1.965782,0.055944055944055944,False,stat_Mincognita_14dpi
Solyc09g010820,-0.91716146,0.11420413,1.0832676,-0.95208764,0.32867132867132864,False,stat_Mincognita_14dpi
Solyc10g018780,0.8900646,0.111483596,1.0324676,0.7540973,0.4165834165834166,False,stat_Mincognita_14dpi
Solyc10g047640,-0.84345573,0.22589289,1.07104,-0.9984207,0.3276723276723277,False,stat_Mincognita_14dpi
Solyc10g078700,-0.17492898,0.094414406,1.0674002,-0.25233588,0.8081918081918081,False,stat_Mincognita_14dpi
Solyc10g081350,0.32922027,0.1900887,1.066153,0.13049868,0.8861138861138861,False,stat_Mincognita_14dpi
Solyc10g084180,-1.8858143,0.15102899,1.068763,-1.9057951,0.06393606393606394,False,stat_Mincognita_14dpi
Solyc12g006800,-0.63679844,-0.0075309183,1.0623606,-0.59232944,0.5084915084915085,False,stat_Mincognita_14dpi
Solyc12g007180,-0.8210165,0.06727024,1.0464859,-0.8488282,0.36863136863136864,False,stat_Mincognita_14dpi
Solyc12g009240,0.52268004,0.23186232,0.99533415,0.29218102,0.7812187812187812,False,stat_Mincognita_14dpi
Solyc12g014610,0.010813783,0.12769511,1.0743046,-0.1087972,0.9040959040959041,False,stat_Mincognita_14dpi
Solyc12g056510,-0.51216626,0.104153454,1.0842098,-0.5684506,0.5244755244755245,False,stat_Mincognita_14dpi
Solyc12g077540,-0.5002436,0.06966884,1.091183,-0.5222886,0.5694305694305695,False,stat_Mincognita_14dpi
Solyc12g099370,-2.18192,0.14010976,1.0454425,-2.2210977,0.030969030969030968,True,stat_Mincognita_14dpi
